r,rw,rx,rwc,rwx,rwxc,category,family,label
13,10,4,5,3,0,Ransomware,FORM.html,Ransomware
199,276,87,53,4,0,Ransomware,FORM.html,Ransomware
313,393,103,71,9,0,Ransomware,AttachedForm362.html,Ransomware
13,10,4,5,3,0,Ransomware,AttachedForm362.html,Ransomware
196,278,86,54,4,0,Ransomware,AttachedForm362.html,Ransomware
313,407,103,71,14,0,Ransomware,UpdateNow.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateNow.html,Ransomware
199,275,87,53,4,0,Ransomware,UpdateNow.html,Ransomware
313,398,103,71,9,0,Ransomware,Attachment309.html,Ransomware
13,10,4,5,3,0,Ransomware,Attachment309.html,Ransomware
199,275,87,53,4,0,Ransomware,Attachment309.html,Ransomware
313,410,103,71,14,0,Ransomware,UpdateForm.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm.html,Ransomware
196,281,86,54,4,0,Ransomware,UpdateForm.html,Ransomware
313,397,103,71,9,0,Ransomware,UpdateInformation.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateInformation.html,Ransomware
199,273,87,53,4,0,Ransomware,UpdateInformation.html,Ransomware
313,401,103,71,14,0,Ransomware,Form811.html,Ransomware
13,10,4,5,3,0,Ransomware,Form811.html,Ransomware
196,274,86,54,4,0,Ransomware,Form811.html,Ransomware
313,393,103,71,9,0,Ransomware,FormUpdate.html,Ransomware
13,10,4,5,3,0,Ransomware,FormUpdate.html,Ransomware
196,281,86,54,4,0,Ransomware,FormUpdate.html,Ransomware
313,425,103,71,14,0,Ransomware,Form388.html,Ransomware
13,10,4,5,3,0,Ransomware,Form388.html,Ransomware
196,284,86,54,4,0,Ransomware,Form388.html,Ransomware
316,398,104,71,9,0,Ransomware,FormAttachment.html,Ransomware
13,10,4,5,3,0,Ransomware,FormAttachment.html,Ransomware
201,279,88,53,4,0,Ransomware,FormAttachment.html,Ransomware
313,401,103,71,14,0,Ransomware,UpdateNow.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateNow.html,Ransomware
199,289,87,53,4,0,Ransomware,UpdateNow.html,Ransomware
313,393,103,71,9,0,Ransomware,Update-Form291.html,Ransomware
13,10,4,5,3,0,Ransomware,Update-Form291.html,Ransomware
196,278,86,54,4,0,Ransomware,Update-Form291.html,Ransomware
316,396,104,71,14,0,Ransomware,Update-Form608.html,Ransomware
13,10,4,5,3,0,Ransomware,Update-Form608.html,Ransomware
201,277,88,53,4,0,Ransomware,Update-Form608.html,Ransomware
313,402,103,71,9,0,Ransomware,UpdateForm.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm.html,Ransomware
196,272,86,54,4,0,Ransomware,UpdateForm.html,Ransomware
313,410,103,71,14,0,Ransomware,UpdateRecords.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateRecords.html,Ransomware
196,281,86,54,4,0,Ransomware,UpdateRecords.html,Ransomware
316,403,104,71,9,0,Ransomware,Attachment.html,Ransomware
13,10,4,5,3,0,Ransomware,Attachment.html,Ransomware
198,268,87,54,4,0,Ransomware,Attachment.html,Ransomware
313,402,103,71,14,0,Ransomware,Update474.html,Ransomware
13,10,4,5,3,0,Ransomware,Update474.html,Ransomware
199,273,87,53,4,0,Ransomware,Update474.html,Ransomware
313,396,103,71,9,0,Ransomware,UpdateForm147.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm147.html,Ransomware
196,284,86,54,4,0,Ransomware,UpdateForm147.html,Ransomware
313,403,103,71,14,0,Ransomware,AttachedForm333.html,Ransomware
13,10,4,5,3,0,Ransomware,AttachedForm333.html,Ransomware
196,283,86,54,4,0,Ransomware,AttachedForm333.html,Ransomware
313,406,103,71,9,0,Ransomware,UpdateForm966.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm966.html,Ransomware
196,284,86,54,4,0,Ransomware,UpdateForm966.html,Ransomware
313,412,103,71,14,0,Ransomware,AttachedForm997.html,Ransomware
13,10,4,5,3,0,Ransomware,AttachedForm997.html,Ransomware
196,277,86,54,4,0,Ransomware,AttachedForm997.html,Ransomware
313,401,103,71,9,0,Ransomware,FormAttached.html,Ransomware
13,10,4,5,3,0,Ransomware,FormAttached.html,Ransomware
196,276,86,54,4,0,Ransomware,FormAttached.html,Ransomware
316,406,104,71,14,0,Ransomware,UpdateRecords.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateRecords.html,Ransomware
198,285,87,54,4,0,Ransomware,UpdateRecords.html,Ransomware
316,413,104,71,9,0,Ransomware,UpdateRecords.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateRecords.html,Ransomware
201,282,88,53,4,0,Ransomware,UpdateRecords.html,Ransomware
316,406,104,71,14,0,Ransomware,Update-Form394.html,Ransomware
13,10,4,5,3,0,Ransomware,Update-Form394.html,Ransomware
198,282,87,54,4,0,Ransomware,Update-Form394.html,Ransomware
313,404,103,71,9,0,Ransomware,UpdateInformation.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateInformation.html,Ransomware
196,282,86,54,4,0,Ransomware,UpdateInformation.html,Ransomware
316,398,104,71,14,0,Ransomware,FORM.html,Ransomware
13,10,4,5,3,0,Ransomware,FORM.html,Ransomware
201,270,88,53,4,0,Ransomware,FORM.html,Ransomware
316,398,104,71,9,0,Ransomware,UpdateRecords.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateRecords.html,Ransomware
201,275,88,53,4,0,Ransomware,UpdateRecords.html,Ransomware
313,409,103,71,14,0,Ransomware,FormAttached.html,Ransomware
13,10,4,5,3,0,Ransomware,FormAttached.html,Ransomware
196,270,86,54,4,0,Ransomware,FormAttached.html,Ransomware
313,396,103,71,9,0,Ransomware,UpdateNow.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateNow.html,Ransomware
196,274,86,54,4,0,Ransomware,UpdateNow.html,Ransomware
313,390,103,71,14,0,Ransomware,Update-Form182.html,Ransomware
13,10,4,5,3,0,Ransomware,Update-Form182.html,Ransomware
199,272,87,53,4,0,Ransomware,Update-Form182.html,Ransomware
313,399,103,71,9,0,Ransomware,UpdateForm531.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm531.html,Ransomware
196,266,86,54,4,0,Ransomware,UpdateForm531.html,Ransomware
313,418,103,71,14,0,Ransomware,UpdateForm.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm.html,Ransomware
196,272,86,54,4,0,Ransomware,UpdateForm.html,Ransomware
316,408,104,71,9,0,Ransomware,FormUpdate.html,Ransomware
13,10,4,5,3,0,Ransomware,FormUpdate.html,Ransomware
198,279,87,54,4,0,Ransomware,FormUpdate.html,Ransomware
313,402,103,71,14,0,Ransomware,UpdateForm849.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm849.html,Ransomware
196,276,86,54,4,0,Ransomware,UpdateForm849.html,Ransomware
313,419,103,71,9,0,Ransomware,PP-Form743.html,Ransomware
13,10,4,5,3,0,Ransomware,PP-Form743.html,Ransomware
196,283,86,54,4,0,Ransomware,PP-Form743.html,Ransomware
313,395,103,71,14,0,Ransomware,Attachment447.html,Ransomware
13,10,4,5,3,0,Ransomware,Attachment447.html,Ransomware
199,284,87,53,4,0,Ransomware,Attachment447.html,Ransomware
313,401,103,71,9,0,Ransomware,FormAttached.html,Ransomware
13,10,4,5,3,0,Ransomware,FormAttached.html,Ransomware
199,284,87,53,4,0,Ransomware,FormAttached.html,Ransomware
313,431,103,71,14,0,Ransomware,Attachment.html,Ransomware
13,10,4,5,3,0,Ransomware,Attachment.html,Ransomware
199,274,87,53,4,0,Ransomware,Attachment.html,Ransomware
313,401,103,71,9,0,Ransomware,UpdateRecords.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateRecords.html,Ransomware
196,280,86,54,4,0,Ransomware,UpdateRecords.html,Ransomware
313,388,103,71,14,0,Ransomware,Form598.html,Ransomware
13,10,4,5,3,0,Ransomware,Form598.html,Ransomware
196,284,86,54,4,0,Ransomware,Form598.html,Ransomware
313,403,103,71,9,0,Ransomware,UpdateRecords.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateRecords.html,Ransomware
196,280,86,54,4,0,Ransomware,UpdateRecords.html,Ransomware
316,399,104,71,14,0,Ransomware,UpdateRecords.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateRecords.html,Ransomware
198,272,87,54,4,0,Ransomware,UpdateRecords.html,Ransomware
316,405,104,71,9,0,Ransomware,FORM.html,Ransomware
13,10,4,5,3,0,Ransomware,FORM.html,Ransomware
198,280,87,54,4,0,Ransomware,FORM.html,Ransomware
313,396,103,71,14,0,Ransomware,UpdateRecords.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateRecords.html,Ransomware
199,286,87,53,4,0,Ransomware,UpdateRecords.html,Ransomware
313,416,103,71,9,0,Ransomware,Update-Form106.html,Ransomware
13,10,4,5,3,0,Ransomware,Update-Form106.html,Ransomware
199,285,87,53,4,0,Ransomware,Update-Form106.html,Ransomware
313,396,103,71,14,0,Ransomware,UpdateNow.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateNow.html,Ransomware
199,290,87,53,4,0,Ransomware,UpdateNow.html,Ransomware
313,410,103,71,9,0,Ransomware,Form958.html,Ransomware
13,10,4,5,3,0,Ransomware,Form958.html,Ransomware
199,279,87,53,4,0,Ransomware,Form958.html,Ransomware
313,408,103,71,14,0,Ransomware,Update619.html,Ransomware
13,10,4,5,3,0,Ransomware,Update619.html,Ransomware
196,284,86,54,4,0,Ransomware,Update619.html,Ransomware
313,412,103,71,9,0,Ransomware,Attachment.html,Ransomware
13,10,4,5,3,0,Ransomware,Attachment.html,Ransomware
196,276,86,54,4,0,Ransomware,Attachment.html,Ransomware
313,402,103,71,14,0,Ransomware,FormUpdate.html,Ransomware
13,10,4,5,3,0,Ransomware,FormUpdate.html,Ransomware
196,278,86,54,4,0,Ransomware,FormUpdate.html,Ransomware
313,399,103,71,9,0,Ransomware,UpdateInformation.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateInformation.html,Ransomware
199,289,87,53,4,0,Ransomware,UpdateInformation.html,Ransomware
313,397,103,71,14,0,Ransomware,Form888.html,Ransomware
13,10,4,5,3,0,Ransomware,Form888.html,Ransomware
196,285,86,54,4,0,Ransomware,Form888.html,Ransomware
313,404,103,71,9,0,Ransomware,UpdateInformation.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateInformation.html,Ransomware
199,281,87,53,4,0,Ransomware,UpdateInformation.html,Ransomware
313,409,103,71,14,0,Ransomware,UpdateRecords.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateRecords.html,Ransomware
196,274,86,54,4,0,Ransomware,UpdateRecords.html,Ransomware
313,395,103,71,9,0,Ransomware,Update-Form106.html,Ransomware
13,10,4,5,3,0,Ransomware,Update-Form106.html,Ransomware
199,275,87,53,4,0,Ransomware,Update-Form106.html,Ransomware
313,410,103,71,14,0,Ransomware,UpdateForm445.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm445.html,Ransomware
196,281,86,54,4,0,Ransomware,UpdateForm445.html,Ransomware
313,396,103,71,9,0,Ransomware,FormAttachment.html,Ransomware
13,10,4,5,3,0,Ransomware,FormAttachment.html,Ransomware
196,276,86,54,4,0,Ransomware,FormAttachment.html,Ransomware
313,399,103,71,14,0,Ransomware,UpdateForm918.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm918.html,Ransomware
196,282,86,54,4,0,Ransomware,UpdateForm918.html,Ransomware
313,409,103,71,9,0,Ransomware,PP-Form627.html,Ransomware
13,10,4,5,3,0,Ransomware,PP-Form627.html,Ransomware
199,273,87,53,4,0,Ransomware,PP-Form627.html,Ransomware
316,410,104,71,14,0,Ransomware,FORM.html,Ransomware
13,10,4,5,3,0,Ransomware,FORM.html,Ransomware
201,277,88,53,4,0,Ransomware,FORM.html,Ransomware
313,401,103,71,9,0,Ransomware,UpdateForm413.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm413.html,Ransomware
199,282,87,53,4,0,Ransomware,UpdateForm413.html,Ransomware
313,390,103,71,14,0,Ransomware,UpdateForm.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm.html,Ransomware
196,266,86,54,4,0,Ransomware,UpdateForm.html,Ransomware
313,404,103,71,9,0,Ransomware,UpdateRecords.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateRecords.html,Ransomware
196,271,86,54,4,0,Ransomware,UpdateRecords.html,Ransomware
316,395,104,70,14,0,Ransomware,Update-Form344.html,Ransomware
13,10,4,5,3,0,Ransomware,Update-Form344.html,Ransomware
198,274,87,54,4,0,Ransomware,Update-Form344.html,Ransomware
313,408,103,71,9,0,Ransomware,AttachedForm699.html,Ransomware
13,10,4,5,3,0,Ransomware,AttachedForm699.html,Ransomware
199,276,87,53,4,0,Ransomware,AttachedForm699.html,Ransomware
313,404,103,71,14,0,Ransomware,FormAttached.html,Ransomware
13,10,4,5,3,0,Ransomware,FormAttached.html,Ransomware
196,274,86,54,4,0,Ransomware,FormAttached.html,Ransomware
313,394,103,71,9,0,Ransomware,UpdateInformation.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateInformation.html,Ransomware
196,277,86,54,4,0,Ransomware,UpdateInformation.html,Ransomware
316,391,104,71,14,0,Ransomware,FormUpdate.html,Ransomware
13,10,4,5,3,0,Ransomware,FormUpdate.html,Ransomware
201,272,88,53,4,0,Ransomware,FormUpdate.html,Ransomware
313,395,103,71,9,0,Ransomware,FormUpdate.html,Ransomware
13,10,4,5,3,0,Ransomware,FormUpdate.html,Ransomware
196,285,86,54,4,0,Ransomware,FormUpdate.html,Ransomware
316,404,104,71,14,0,Ransomware,FormAttached.html,Ransomware
13,10,4,5,3,0,Ransomware,FormAttached.html,Ransomware
198,282,87,54,4,0,Ransomware,FormAttached.html,Ransomware
313,411,103,71,9,0,Ransomware,UpdateInformation.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateInformation.html,Ransomware
196,278,86,54,4,0,Ransomware,UpdateInformation.html,Ransomware
313,412,103,71,14,0,Ransomware,Update162.html,Ransomware
13,10,4,5,3,0,Ransomware,Update162.html,Ransomware
199,284,87,53,4,0,Ransomware,Update162.html,Ransomware
313,403,103,70,9,0,Ransomware,Attached.html,Ransomware
13,10,4,5,3,0,Ransomware,Attached.html,Ransomware
199,284,87,53,4,0,Ransomware,Attached.html,Ransomware
313,401,103,71,14,0,Ransomware,Attached.html,Ransomware
13,10,4,5,3,0,Ransomware,Attached.html,Ransomware
196,282,86,54,4,0,Ransomware,Attached.html,Ransomware
313,396,103,71,9,0,Ransomware,UpdateRecords.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateRecords.html,Ransomware
199,271,87,53,4,0,Ransomware,UpdateRecords.html,Ransomware
313,396,103,71,14,0,Ransomware,FormAttachment.html,Ransomware
13,10,4,5,3,0,Ransomware,FormAttachment.html,Ransomware
199,280,87,53,4,0,Ransomware,FormAttachment.html,Ransomware
313,404,103,71,9,0,Ransomware,UpdateForm.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm.html,Ransomware
196,284,86,54,4,0,Ransomware,UpdateForm.html,Ransomware
313,399,103,71,14,0,Ransomware,UpdateInformation.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateInformation.html,Ransomware
196,276,86,54,4,0,Ransomware,UpdateInformation.html,Ransomware
313,394,103,71,9,0,Ransomware,UpdateRecords.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateRecords.html,Ransomware
196,277,86,54,4,0,Ransomware,UpdateRecords.html,Ransomware
313,419,103,71,14,0,Ransomware,UpdateRecords.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateRecords.html,Ransomware
196,278,86,54,4,0,Ransomware,UpdateRecords.html,Ransomware
313,403,103,71,9,0,Ransomware,Update-Form106.html,Ransomware
13,10,4,5,3,0,Ransomware,Update-Form106.html,Ransomware
199,275,87,53,4,0,Ransomware,Update-Form106.html,Ransomware
313,411,103,71,14,0,Ransomware,UpdateForm.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm.html,Ransomware
199,278,87,53,4,0,Ransomware,UpdateForm.html,Ransomware
313,395,103,71,9,0,Ransomware,UpdateInformation.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateInformation.html,Ransomware
199,273,87,53,4,0,Ransomware,UpdateInformation.html,Ransomware
313,394,103,71,14,0,Ransomware,Update106.html,Ransomware
13,10,4,5,3,0,Ransomware,Update106.html,Ransomware
196,282,86,54,4,0,Ransomware,Update106.html,Ransomware
313,396,103,71,9,0,Ransomware,UpdateInformation.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateInformation.html,Ransomware
199,283,87,53,4,0,Ransomware,UpdateInformation.html,Ransomware
313,408,103,71,14,0,Ransomware,FormAttached.html,Ransomware
13,10,4,5,3,0,Ransomware,FormAttached.html,Ransomware
196,274,86,54,4,0,Ransomware,FormAttached.html,Ransomware
313,410,103,71,9,0,Ransomware,UpdateForm.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm.html,Ransomware
196,279,86,54,4,0,Ransomware,UpdateForm.html,Ransomware
313,400,103,71,14,0,Ransomware,Attachment.html,Ransomware
13,10,4,5,3,0,Ransomware,Attachment.html,Ransomware
199,281,87,53,4,0,Ransomware,Attachment.html,Ransomware
313,393,103,71,9,0,Ransomware,UpdateNow.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateNow.html,Ransomware
196,275,86,54,4,0,Ransomware,UpdateNow.html,Ransomware
313,409,103,71,14,0,Ransomware,UpdateNow.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateNow.html,Ransomware
196,271,86,54,4,0,Ransomware,UpdateNow.html,Ransomware
313,409,103,71,9,0,Ransomware,FormUpdate.html,Ransomware
13,10,4,5,3,0,Ransomware,FormUpdate.html,Ransomware
196,278,86,54,4,0,Ransomware,FormUpdate.html,Ransomware
313,409,103,71,14,0,Ransomware,UpdateRecords.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateRecords.html,Ransomware
196,274,86,54,4,0,Ransomware,UpdateRecords.html,Ransomware
313,416,103,71,9,0,Ransomware,UpdateForm116.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm116.html,Ransomware
196,270,86,54,4,0,Ransomware,UpdateForm116.html,Ransomware
316,405,104,71,14,0,Ransomware,UpdateInformation.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateInformation.html,Ransomware
198,287,87,54,4,0,Ransomware,UpdateInformation.html,Ransomware
313,401,103,71,9,0,Ransomware,FORM.html,Ransomware
13,10,4,5,3,0,Ransomware,FORM.html,Ransomware
196,279,86,54,4,0,Ransomware,FORM.html,Ransomware
313,402,103,71,14,0,Ransomware,Attachment.html,Ransomware
13,10,4,5,3,0,Ransomware,Attachment.html,Ransomware
196,282,86,54,4,0,Ransomware,Attachment.html,Ransomware
313,397,103,71,9,0,Ransomware,Update-Form166.html,Ransomware
13,10,4,5,3,0,Ransomware,Update-Form166.html,Ransomware
196,277,86,54,4,0,Ransomware,Update-Form166.html,Ransomware
316,416,104,71,14,0,Ransomware,UpdateForm.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm.html,Ransomware
198,279,87,54,4,0,Ransomware,UpdateForm.html,Ransomware
313,410,103,71,9,0,Ransomware,Attached.html,Ransomware
13,10,4,5,3,0,Ransomware,Attached.html,Ransomware
196,276,86,54,4,0,Ransomware,Attached.html,Ransomware
316,413,104,71,14,0,Ransomware,UpdateForm.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm.html,Ransomware
198,277,87,54,4,0,Ransomware,UpdateForm.html,Ransomware
316,401,104,71,9,0,Ransomware,UpdateForm238.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm238.html,Ransomware
198,286,87,54,4,0,Ransomware,UpdateForm238.html,Ransomware
316,410,104,71,14,0,Ransomware,FormUpdate.html,Ransomware
13,10,4,5,3,0,Ransomware,FormUpdate.html,Ransomware
201,278,88,53,4,0,Ransomware,FormUpdate.html,Ransomware
316,411,104,71,9,0,Ransomware,Attachment374.html,Ransomware
13,10,4,5,3,0,Ransomware,Attachment374.html,Ransomware
201,284,88,53,4,0,Ransomware,Attachment374.html,Ransomware
313,404,103,71,14,0,Ransomware,AttachedForm342.html,Ransomware
13,10,4,5,3,0,Ransomware,AttachedForm342.html,Ransomware
196,283,86,54,4,0,Ransomware,AttachedForm342.html,Ransomware
313,407,103,71,9,0,Ransomware,Form624.html,Ransomware
13,10,4,5,3,0,Ransomware,Form624.html,Ransomware
199,274,87,53,4,0,Ransomware,Form624.html,Ransomware
313,396,103,71,14,0,Ransomware,UpdateForm.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm.html,Ransomware
196,283,86,54,4,0,Ransomware,UpdateForm.html,Ransomware
313,395,103,71,9,0,Ransomware,UpdateForm.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateForm.html,Ransomware
196,284,86,54,4,0,Ransomware,UpdateForm.html,Ransomware
313,399,103,71,14,0,Ransomware,UpdateRecords.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateRecords.html,Ransomware
196,278,86,54,4,0,Ransomware,UpdateRecords.html,Ransomware
316,399,104,71,9,0,Ransomware,PP-Form282.html,Ransomware
13,10,4,5,3,0,Ransomware,PP-Form282.html,Ransomware
198,287,87,54,4,0,Ransomware,PP-Form282.html,Ransomware
313,395,103,71,14,0,Ransomware,Update-Form442.html,Ransomware
13,10,4,5,3,0,Ransomware,Update-Form442.html,Ransomware
196,278,86,54,4,0,Ransomware,Update-Form442.html,Ransomware
316,411,104,71,9,0,Ransomware,AttachedForm237.html,Ransomware
13,10,4,5,3,0,Ransomware,AttachedForm237.html,Ransomware
198,278,87,54,4,0,Ransomware,AttachedForm237.html,Ransomware
316,394,104,71,14,0,Ransomware,Update-Form470.html,Ransomware
13,10,4,5,3,0,Ransomware,Update-Form470.html,Ransomware
201,274,88,53,4,0,Ransomware,Update-Form470.html,Ransomware
313,401,103,71,9,0,Ransomware,Attachment250.html,Ransomware
13,10,4,5,3,0,Ransomware,Attachment250.html,Ransomware
196,274,86,54,4,0,Ransomware,Attachment250.html,Ransomware
313,409,103,71,14,0,Ransomware,Attachment503.html,Ransomware
13,10,4,5,3,0,Ransomware,Attachment503.html,Ransomware
196,277,86,54,4,0,Ransomware,Attachment503.html,Ransomware
313,410,103,71,9,0,Ransomware,UpdateRecords.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateRecords.html,Ransomware
196,282,86,54,4,0,Ransomware,UpdateRecords.html,Ransomware
313,403,103,71,14,0,Ransomware,UpdateInformation.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateInformation.html,Ransomware
199,276,87,53,4,0,Ransomware,UpdateInformation.html,Ransomware
313,410,103,71,9,0,Ransomware,UpdateInformation.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateInformation.html,Ransomware
196,284,86,54,4,0,Ransomware,UpdateInformation.html,Ransomware
313,421,103,71,14,0,Ransomware,Form996.html,Ransomware
13,10,4,5,3,0,Ransomware,Form996.html,Ransomware
196,281,86,54,4,0,Ransomware,Form996.html,Ransomware
316,400,104,71,9,0,Ransomware,UpdateInformation.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateInformation.html,Ransomware
201,276,88,53,4,0,Ransomware,UpdateInformation.html,Ransomware
313,396,103,71,14,0,Ransomware,UpdateRecords.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateRecords.html,Ransomware
196,282,86,54,4,0,Ransomware,UpdateRecords.html,Ransomware
313,397,103,71,9,0,Ransomware,Update-Form728.html,Ransomware
13,10,4,5,3,0,Ransomware,Update-Form728.html,Ransomware
196,285,86,54,4,0,Ransomware,Update-Form728.html,Ransomware
313,413,103,71,14,0,Ransomware,Update-Form283.html,Ransomware
13,10,4,5,3,0,Ransomware,Update-Form283.html,Ransomware
196,275,86,54,4,0,Ransomware,Update-Form283.html,Ransomware
313,394,103,71,9,0,Ransomware,AttachedForm341.html,Ransomware
13,10,4,5,3,0,Ransomware,AttachedForm341.html,Ransomware
196,284,86,54,4,0,Ransomware,AttachedForm341.html,Ransomware
316,405,104,71,14,0,Ransomware,FORM.html,Ransomware
13,10,4,5,3,0,Ransomware,FORM.html,Ransomware
201,270,88,53,4,0,Ransomware,FORM.html,Ransomware
313,409,103,71,9,0,Ransomware,UpdateInformation.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateInformation.html,Ransomware
196,281,86,54,4,0,Ransomware,UpdateInformation.html,Ransomware
313,412,103,71,14,0,Ransomware,UpdateInformation.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateInformation.html,Ransomware
196,281,86,54,4,0,Ransomware,UpdateInformation.html,Ransomware
313,402,103,71,9,0,Ransomware,Update229.html,Ransomware
13,10,4,5,3,0,Ransomware,Update229.html,Ransomware
199,280,87,53,4,0,Ransomware,Update229.html,Ransomware
313,410,103,71,14,0,Ransomware,FormAttached.html,Ransomware
13,10,4,5,3,0,Ransomware,FormAttached.html,Ransomware
196,278,86,54,4,0,Ransomware,FormAttached.html,Ransomware
316,399,104,71,9,0,Ransomware,FormAttachment.html,Ransomware
13,10,4,5,3,0,Ransomware,FormAttachment.html,Ransomware
201,276,88,53,4,0,Ransomware,FormAttachment.html,Ransomware
313,399,103,71,14,0,Ransomware,FormUpdate.html,Ransomware
13,10,4,5,3,0,Ransomware,FormUpdate.html,Ransomware
196,285,86,54,4,0,Ransomware,FormUpdate.html,Ransomware
313,396,103,71,9,0,Ransomware,Attachment123.html,Ransomware
13,10,4,5,3,0,Ransomware,Attachment123.html,Ransomware
199,275,87,53,4,0,Ransomware,Attachment123.html,Ransomware
313,396,103,71,14,0,Ransomware,PP-Form958.html,Ransomware
13,10,4,5,3,0,Ransomware,PP-Form958.html,Ransomware
196,277,86,54,4,0,Ransomware,PP-Form958.html,Ransomware
313,398,103,71,9,0,Ransomware,UpdateInformation.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateInformation.html,Ransomware
196,273,86,54,4,0,Ransomware,UpdateInformation.html,Ransomware
313,399,103,71,14,0,Ransomware,Form441.html,Ransomware
13,10,4,5,3,0,Ransomware,Form441.html,Ransomware
196,286,86,54,4,0,Ransomware,Form441.html,Ransomware
313,395,103,71,9,0,Ransomware,FormAttachment.html,Ransomware
13,10,4,5,3,0,Ransomware,FormAttachment.html,Ransomware
196,284,86,54,4,0,Ransomware,FormAttachment.html,Ransomware
313,400,103,71,14,0,Ransomware,FormAttachment.html,Ransomware
13,10,4,5,3,0,Ransomware,FormAttachment.html,Ransomware
196,280,86,54,4,0,Ransomware,FormAttachment.html,Ransomware
313,400,103,71,9,0,Ransomware,Attached.html,Ransomware
13,10,4,5,3,0,Ransomware,Attached.html,Ransomware
199,281,87,53,4,0,Ransomware,Attached.html,Ransomware
313,402,103,71,14,0,Ransomware,Attachment547.html,Ransomware
13,10,4,5,3,0,Ransomware,Attachment547.html,Ransomware
199,283,87,53,4,0,Ransomware,Attachment547.html,Ransomware
313,409,103,71,9,0,Ransomware,Form468.html,Ransomware
13,10,4,5,3,0,Ransomware,Form468.html,Ransomware
196,276,86,54,4,0,Ransomware,Form468.html,Ransomware
313,394,103,71,14,0,Ransomware,FormUpdate.html,Ransomware
13,10,4,5,3,0,Ransomware,FormUpdate.html,Ransomware
199,285,87,53,4,0,Ransomware,FormUpdate.html,Ransomware
313,402,103,71,9,0,Ransomware,UpdateInformation.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateInformation.html,Ransomware
199,285,87,53,4,0,Ransomware,UpdateInformation.html,Ransomware
313,406,103,71,14,0,Ransomware,UpdateRecords.html,Ransomware
13,10,4,5,3,0,Ransomware,UpdateRecords.html,Ransomware
