protocol,flag,family,address,usd,seed_address,btc,netflow_bytes,ip_address,clusters,threats,port,time,prediction
ICMP,APS,Locky,1DiCeTjB,199,17dcMo4V,138,267,B,2,SSH,5061,20,Benign
ICMP,AF,CryptXXX,18e372GN,1494,1GZkujBR,30,4210,C,1,SSH,5066,46,Benign
TCP,AF,Locky,18e372GN,21345,1DA11mPS,11,569,C,1,UDP Scan,5062,40,Benign
ICMP,AF,EDA2,1DiCeTjB,21345,17dcMo4V,30,9628,C,1,Scan,5061,19,Benign
UDP,AP,Razy,1SYSTEMQ,18032,1DA11mPS,19,2636,C,1,Spam,5062,13,Ransomware
TCP,AF,DMALocker,1DiCeTjB,125511,17dcMo4V,13,14,B,3,Port Scanning,5062,39,Benign
ICMP,AP,JigSaw,1SYSTEMQ,18434,1DA11mPS,22,3366,C,1,Blacklist,5062,1,Ransomware
ICMP,AF,Locky,18e372GN,1146,1GZkujBR,30,2934,C,1,SSH,5068,10,Benign
ICMP,AF,APT,1DiCeTjB,382,17dcMo4V,30,2214,C,1,UDP Scan,5066,16,Benign
UDP,AP,SamSam,1SYSTEMQ,18454,1DA11mPS,11,1846,C,1,Blacklist,5062,37,Ransomware
ICMP,AF,JigSaw,1DiCeTjB,21345,1GZkujBR,30,107,C,1,SSH,5061,13,Benign
ICMP,R,SamSam,1SYSTEMQ,18218,1DA11mPS,22,4446,C,1,Port Scanning,5062,1,Benign
UDP,R,Cryptohitman,1Lc7xTpP,660,1DA11mPS,326,468,A,10,Botnet,5068,59,Ransomware
ICMP,R,CryptXXX,1SYSTEMQ,22976,1NKi9AK5,22,4696,C,1,Spam,5066,13,Ransomware
UDP,AP,Flyper,1SYSTEMQ,18454,1NKi9AK5,19,2731,C,1,Botnet,5062,14,Ransomware
ICMP,AP,DMALocker,1SYSTEMQ,19256,1DA11mPS,19,3146,C,1,Spam,5062,20,Ransomware
TCP,APS,CryptXXX,18e372GN,1,17dcMo4V,6,470,A,9,Port Scanning,5066,9,Benign
UDP,AF,JigSaw,1DiCeTjB,21345,1DA11mPS,11,696,A,1,Spam,5062,2,Ransomware
TCP,R,APT,1SYSTEMQ,18142,1NKi9AK5,22,4826,C,1,Blacklist,5066,37,Ransomware
TCP,AF,Locky,1BonuSr7,21345,1DA11mPS,11,7200,C,1,Botnet,5061,4,Ransomware
TCP,AF,DMALocker,1DiCeTjB,125819,17dcMo4V,30,880,C,3,Spam,5062,30,Ransomware
TCP,APS,Locky,1BonuSr7,10052,1DA11mPS,6,2250,C,1,Botnet,5066,29,Ransomware
ICMP,APS,JigSaw,1DiCeTjB,71,17dcMo4V,10,75,B,2,SSH,5061,20,Benign
ICMP,AF,CryptXXX,18e372GN,1194,17dcMo4V,30,3110,C,1,UDP Scan,5066,20,Benign
TCP,AF,APT,1DiCeTjB,21345,1DA11mPS,11,332,C,1,UDP Scan,5061,9,Benign
ICMP,AF,WannaCry,18e372GN,1299,1GZkujBR,30,3495,C,1,SSH,5066,9,Benign
ICMP,AP,Locky,1SYSTEMQ,18436,1DA11mPS,22,3356,C,1,Scan,5062,13,Benign
TCP,APSF,JigSaw,1CLag5cd,1892,17dcMo4V,8,474,A,1,Botnet,5062,10,Ransomware
TCP,APSF,Globe,1BonuSr7,1560,1DA11mPS,2,803,B,1,DoS,5066,27,Ransomware
TCP,APS,Razy,1DiCeTjB,1333,17dcMo4V,4,870,D,2,Scan,5062,43,Benign
TCP,APS,CryptXXX,18e372GN,1,17dcMo4V,7,1190,A,9,UDP Scan,5062,25,Benign
TCP,APSF,CryptXXX,1BonuSr7,3620,1DA11mPS,12,1050,B,1,DoS,5068,31,Ransomware
ICMP,APRSF,JigSaw,18e372GN,518,1GZkujBR,199,884,B,2,DoS,5061,45,Ransomware
TCP,APS,DMALocker,18e372GN,1237,1GZkujBR,4,3876,D,2,Botnet,5062,10,Ransomware
TCP,AF,Flyper,1SYSTEMQ,1,1NKi9AK5,9,6321,A,1,Port Scanning,5061,47,Benign
TCP,AF,Flyper,1SYSTEMQ,17862,1NKi9AK5,9,6226,A,1,Port Scanning,5066,12,Benign
TCP,APS,JigSaw,1DiCeTjB,1,1GZkujBR,16,278,B,9,SSH,5066,10,Benign
UDP,R,DMALocker,1Lc7xTpP,726,17dcMo4V,194,567,B,2,NerisBotnet,5068,35,Ransomware
TCP,APSF,CryptXXX,1BonuSr7,4448,1DA11mPS,12,1326,B,1,DoS,5068,18,Ransomware
TCP,APSF,JigSaw,18e372GN,1524,1DA11mPS,2,914,B,1,Port Scanning,5066,9,Benign
UDP,ARF,WannaCry,1SYSTEMQ,14132,1NKi9AK5,11,1011,A,1,Botnet,5061,6,Ransomware
TCP,AF,APT,18e372GN,21345,1GZkujBR,30,239,C,1,UDP Scan,5061,1,Benign
TCP,R,Locky,1SYSTEMQ,17925,1DA11mPS,9,5911,B,1,Blacklist,5066,31,Ransomware
ICMP,R,JigSaw,1SYSTEMQ,18178,1DA11mPS,22,4646,C,1,Blacklist,5066,1,Ransomware
UDP,ARF,EDA2,1SYSTEMQ,18454,1NKi9AK5,11,706,A,1,Port Scanning,5061,47,Benign
ICMP,AP,Razy,1SYSTEMQ,19292,1DA11mPS,19,3161,C,1,Spam,5062,26,Ransomware
UDP,ASF,APT,18e372GN,831,1GZkujBR,3,5776,A,1,DoS,5062,11,Ransomware
TCP,APS,JigSaw,18e372GN,1,1GZkujBR,6,506,A,9,Port Scanning,5066,12,Benign
TCP,APS,JigSaw,1DiCeTjB,1,1GZkujBR,7,1100,A,9,SSH,5062,45,Benign
TCP,APS,EDA2,18e372GN,1423,1GZkujBR,4,930,D,2,SSH,5062,31,Benign
UDP,AF,DMALocker,1DiCeTjB,126255,17dcMo4V,30,309,C,3,UDP Scan,5068,25,Benign
TCP,APS,DMALocker,1DiCeTjB,1303,1GZkujBR,4,850,D,2,Scan,5062,5,Benign
UDP,ARF,CryptXXX,1SYSTEMQ,13244,1NKi9AK5,13,641,A,1,Botnet,5061,55,Ransomware
UDP,ARF,DMALocker,1SYSTEMQ,15332,1DA11mPS,11,1511,A,1,Botnet,5061,50,Ransomware
TCP,APSF,Cryptohitman,1CLag5cd,3764,1DA11mPS,12,1098,B,1,DoS,5068,43,Ransomware
ICMP,R,JigSaw,1SYSTEMQ,18191,1DA11mPS,22,4581,C,1,Port Scanning,5066,54,Benign
TCP,APS,Flyper,1BonuSr7,1,1DA11mPS,2,570,C,1,Spam,5062,4,Ransomware
UDP,AF,Flyper,1DiCeTjB,4321,17dcMo4V,30,1544,A,3,Scan,5066,38,Benign
UDP,AP,CryptXXX,1SYSTEMQ,18454,1DA11mPS,19,2311,C,1,Blacklist,5062,19,Ransomware
TCP,APSF,WannaCry,1BonuSr7,1496,1DA11mPS,2,995,B,1,SSH,5066,30,Benign
TCP,APS,Locky,1BonuSr7,1,1DA11mPS,15,4896,C,1,SSH,5066,19,Benign
TCP,APSF,CryptXXX,1BonuSr7,2408,1DA11mPS,8,646,B,1,DoS,5068,27,Ransomware
UDP,AP,WannaCry,1SYSTEMQ,17060,1DA11mPS,11,2231,C,1,Spam,5062,58,Ransomware
TCP,R,Locky,1SYSTEMQ,18098,1DA11mPS,22,5046,C,1,Scan,5066,34,Benign
UDP,AF,Locky,1DiCeTjB,2180,17dcMo4V,28,26,A,2,Port Scanning,5066,52,Benign
UDP,AP,DMALocker,1SYSTEMQ,17696,1DA11mPS,19,2496,C,1,Spam,5062,40,Ransomware
TCP,APS,CryptXXX,18e372GN,1,17dcMo4V,7,1178,A,9,UDP Scan,5062,49,Benign
TCP,AF,WannaCry,1CLag5cd,50933,1DA11mPS,15,168,A,1,Port Scanning,5066,31,Benign
UDP,AF,Flyper,18e372GN,5912,1GZkujBR,20,427,C,11,Port Scanning,5062,22,Benign
TCP,APSF,Locky,1BonuSr7,1392,1DA11mPS,2,1220,C,1,DoS,5066,14,Ransomware
ICMP,AF,Razy,1DiCeTjB,1479,17dcMo4V,30,4155,C,1,SSH,5066,7,Benign
TCP,AF,SamSam,18e372GN,21345,1DA11mPS,11,467,C,1,Botnet,5061,15,Ransomware
ICMP,AF,Razy,1DiCeTjB,183,17dcMo4V,30,1495,C,1,SSH,5068,16,Benign
ICMP,AF,JigSaw,1DiCeTjB,21345,1GZkujBR,30,53,C,1,SSH,5068,6,Benign
ICMP,AP,SamSam,1SYSTEMQ,18454,1DA11mPS,19,3046,C,1,Scan,5062,43,Benign
ICMP,R,Flyper,1SYSTEMQ,18179,1NKi9AK5,22,4641,C,1,Botnet,5066,2,Ransomware
TCP,AF,SamSam,1CLag5cd,50937,1AEoiHYZ,15,164,A,1,Blacklist,5066,37,Ransomware
ICMP,AF,APT,18e372GN,1134,1GZkujBR,30,2890,C,1,UDP Scan,5068,6,Benign
UDP,ASF,JigSaw,1DiCeTjB,39,17dcMo4V,117,627,B,1,UDP Scan,5061,64,Benign
UDP,AF,JigSaw,1DiCeTjB,5657,1GZkujBR,20,2130,C,1,Spam,5062,8,Ransomware
UDP,AP,JigSaw,1DiCeTjB,1,1GZkujBR,7,1442,C,9,Port Scanning,5062,14,Benign
TCP,AF,WannaCry,1DiCeTjB,21345,1DA11mPS,11,519,C,1,UDP Scan,5061,13,Benign
UDP,ARF,EDA2,1SYSTEMQ,18454,1DA11mPS,11,1741,C,1,SSH,5062,12,Benign
UDP,AF,CryptoLocker,18e372GN,2306,1GZkujBR,28,2676,A,2,UDP Scan,5068,18,Benign
UDP,AF,NoobCrypt,1DiCeTjB,4321,17dcMo4V,30,1468,A,3,Scan,5061,34,Benign
ICMP,AF,Flyper,1DiCeTjB,365,17dcMo4V,43,516,C,11,SSH,5066,20,Benign
TCP,AP,SamSam,18e372GN,1,1GZkujBR,7,1316,C,9,UDP Scan,5062,7,Benign
UDP,ARF,WannaCry,1SYSTEMQ,13244,1NKi9AK5,13,641,A,1,Botnet,5061,55,Ransomware
ICMP,APRSF,APT,18e372GN,337,1GZkujBR,19,206,B,2,Port Scanning,5061,50,Benign
TCP,APS,Locky,18e372GN,1,1GZkujBR,16,314,B,9,Scan,5066,1,Benign
ICMP,AF,APT,18e372GN,1332,1GZkujBR,30,3616,C,1,SSH,5066,28,Benign
UDP,R,DMALocker,1Lc7xTpP,712,17dcMo4V,222,546,B,10,NerisBotnet,5068,42,Ransomware
ICMP,AP,WannaCry,1SYSTEMQ,19616,1NKi9AK5,22,3296,C,1,Spam,5062,6,Ransomware
TCP,APS,CryptoLocker,18e372GN,1,1GZkujBR,6,4420,A,9,Port Scanning,5066,3,Benign
TCP,APS,SamSam,1DiCeTjB,1,17dcMo4V,16,368,B,9,Scan,5066,10,Benign
TCP,APS,CryptXXX,1CLag5cd,11300,1DA11mPS,7,4434,C,1,Botnet,5066,24,Ransomware
UDP,AF,WannaCry,1DiCeTjB,399,17dcMo4V,77,567,C,11,SSH,5066,9,Benign
TCP,APS,APT,1CLag5cd,9188,1DA11mPS,2,738,C,1,Botnet,5062,36,Ransomware
TCP,R,SamSam,1SYSTEMQ,18158,1NKi9AK5,22,4746,C,1,Port Scanning,5066,23,Benign
TCP,AF,APT,1Lc7xTpP,23221,1KZKcvx4,13,444,C,11,Botnet,5061,52,Ransomware
ICMP,AF,SamSam,1DiCeTjB,1161,17dcMo4V,30,2989,C,1,SSH,5068,7,Benign
TCP,R,SamSam,1SYSTEMQ,18160,1DA11mPS,22,4736,C,1,Scan,5066,19,Benign
TCP,AF,EDA2,1BonuSr7,21345,1DA11mPS,11,401,C,1,SSH,5061,5,Benign
ICMP,AF,JigSaw,1BonuSr7,21345,1DA11mPS,30,152,C,1,UDP Scan,5061,7,Benign
UDP,AF,Locky,1DiCeTjB,2285,17dcMo4V,28,41,A,2,Port Scanning,5068,8,Benign
UDP,ASF,APT,18e372GN,588,1GZkujBR,3,5452,A,1,DoS,5061,19,Ransomware
ICMP,AF,Locky,1BonuSr7,21345,1DA11mPS,30,6780,C,1,Scan,5068,1,Benign
TCP,AF,APT,1DiCeTjB,125771,17dcMo4V,30,832,A,3,UDP Scan,5062,6,Benign
ICMP,AP,DMALocker,1SYSTEMQ,19700,1DA11mPS,22,3331,C,1,Spam,5062,3,Ransomware
ICMP,R,Razy,1SYSTEMQ,22880,1DA11mPS,22,4656,C,1,Spam,5066,5,Ransomware
ICMP,APS,Razy,1DiCeTjB,109,17dcMo4V,48,7896,B,2,Spam,5061,20,Ransomware
TCP,APS,Globe,1DiCeTjB,1,1GZkujBR,9,4656,A,9,Port Scanning,5062,10,Benign
TCP,APS,SamSam,1DiCeTjB,1441,17dcMo4V,4,942,D,2,Scan,5062,46,Benign
UDP,AF,SamSam,18e372GN,1,17dcMo4V,20,573,A,1,Port Scanning,5061,29,Benign
ICMP,APS,JigSaw,1DiCeTjB,147,17dcMo4V,86,189,B,2,SSH,5061,20,Benign
TCP,APSF,Flyper,1BonuSr7,1204,1DA11mPS,12,656,B,1,DoS,5068,17,Ransomware
TCP,A,Globe,18e372GN,564,1GZkujBR,1,21,A,1,Botnet,5068,30,Ransomware
UDP,ARF,SamSam,1SYSTEMQ,18454,1NKi9AK5,11,1506,A,1,Blacklist,5061,1,Ransomware
ICMP,APRSF,WannaCry,18e372GN,457,1GZkujBR,19,286,A,2,Port Scanning,5062,7,Benign
UDP,AF,Locky,1DiCeTjB,21345,1DA11mPS,11,740,A,1,Spam,5062,1,Ransomware
TCP,APS,WannaCry,1DiCeTjB,360,17dcMo4V,26,11348,A,2,Botnet,5068,43,Ransomware
UDP,ARF,CryptXXX,18e372GN,417,17dcMo4V,5,261,A,1,UDP Scan,5066,12,Benign
TCP,AF,Locky,1Lc7xTpP,23221,1KZKcvx4,13,178,C,11,Scan,5061,7,Benign
UDP,ASF,SamSam,1DiCeTjB,921,17dcMo4V,3,2109,C,1,SSH,5062,8,Benign
TCP,APS,EDA2,1DiCeTjB,1279,1GZkujBR,4,834,D,2,SSH,5062,39,Benign
UDP,AF,SamSam,1DiCeTjB,4321,17dcMo4V,30,1302,A,3,Spam,5066,1,Ransomware
TCP,APS,Razy,1CLag5cd,9488,1DA11mPS,2,1263,C,1,Botnet,5062,45,Ransomware
TCP,R,WannaCry,1SYSTEMQ,24608,1NKi9AK5,9,5376,C,1,Spam,5066,10,Ransomware
TCP,APS,DMALocker,1BonuSr7,9632,1DA11mPS,2,1515,C,1,Botnet,5068,0,Ransomware
ICMP,R,EDA2,1SYSTEMQ,18286,1NKi9AK5,22,4106,C,1,Scan,5062,15,Benign
TCP,APSF,Locky,1BonuSr7,1522,1DA11mPS,2,917,B,1,SSH,5066,28,Benign
TCP,AF,Locky,1CLag5cd,28364,1AEoiHYZ,15,122,A,1,Spam,5066,20,Ransomware
ICMP,AF,SamSam,18e372GN,1482,1GZkujBR,30,4166,C,1,UDP Scan,5066,34,Benign
UDP,AP,SamSam,1SYSTEMQ,18454,1DA11mPS,19,2361,C,1,Blacklist,5062,13,Ransomware
ICMP,APS,JigSaw,1DiCeTjB,299,17dcMo4V,238,417,B,2,SSH,5061,20,Benign
ICMP,AF,Razy,1DiCeTjB,21345,17dcMo4V,30,68,C,1,SSH,5068,2,Benign
TCP,AF,WannaCry,1DiCeTjB,337,17dcMo4V,33,539,C,11,UDP Scan,5066,5,Benign
TCP,AP,Locky,18e372GN,1,1GZkujBR,7,1274,C,9,UDP Scan,5062,11,Benign
UDP,AP,Locky,1DiCeTjB,1,17dcMo4V,7,1532,C,9,Scan,5062,50,Benign
UDP,AP,Globe,1SYSTEMQ,18454,1DA11mPS,11,1846,C,1,Blacklist,5062,37,Ransomware
ICMP,AF,Razy,1DiCeTjB,319,17dcMo4V,258,8316,B,2,Botnet,5061,5,Ransomware
TCP,R,EDA2,1SYSTEMQ,18123,1DA11mPS,22,4921,C,1,DoS,5066,18,Ransomware
ICMP,APRSF,Locky,18e372GN,577,1GZkujBR,19,366,A,2,Port Scanning,5066,37,Benign
ICMP,AF,Razy,1DiCeTjB,327,17dcMo4V,5,8332,B,2,Botnet,5066,20,Ransomware
TCP,APSF,WannaCry,1CLag5cd,5492,1DA11mPS,3,1674,C,1,Botnet,5068,34,Ransomware
TCP,APSF,WannaCry,1CLag5cd,7592,1DA11mPS,2,1985,B,1,Botnet,5066,10,Ransomware
TCP,ARF,WannaCry,1SYSTEMQ,18454,1DA11mPS,13,271,A,1,SSH,5061,52,Benign
ICMP,R,EDA2,1SYSTEMQ,18382,1NKi9AK5,22,3626,C,1,DoS,5062,11,Ransomware
TCP,R,Locky,1SYSTEMQ,18074,1DA11mPS,9,5166,C,1,Blacklist,5066,6,Ransomware
ICMP,APS,Razy,1DiCeTjB,299,17dcMo4V,238,417,B,2,NerisBotnet,5061,20,Ransomware
TCP,AF,Razy,1SYSTEMQ,26312,1DA11mPS,9,6086,B,1,Spam,5066,9,Ransomware
ICMP,R,Flyper,1SYSTEMQ,18194,1NKi9AK5,22,4566,C,1,Blacklist,5066,8,Ransomware
ICMP,AF,Globe,1DiCeTjB,2831,1GZkujBR,2,119,A,2,UDP Scan,5068,4,Benign
ICMP,R,EDA2,1SYSTEMQ,18264,1DA11mPS,22,4216,C,1,DoS,5062,24,Ransomware
TCP,APS,JigSaw,18e372GN,1,1DA11mPS,6,2607,C,1,Port Scanning,5066,36,Benign
UDP,AF,DMALocker,18e372GN,2117,1GZkujBR,28,2568,A,2,UDP Scan,5066,43,Benign
TCP,APSF,APT,1CLag5cd,6176,1DA11mPS,3,1847,C,1,Botnet,5066,29,Ransomware
UDP,AF,Locky,1DiCeTjB,1,17dcMo4V,20,155,A,1,Scan,5066,29,Benign
UDP,ASF,APT,1DiCeTjB,726,1GZkujBR,3,1394,A,1,DoS,5062,12,Ransomware
TCP,AF,Flyper,1SYSTEMQ,478,1GZkujBR,9,1544,B,1,Blacklist,5061,41,Ransomware
ICMP,APS,APT,1DiCeTjB,271,17dcMo4V,210,375,B,2,UDP Scan,5061,20,Benign
UDP,ARF,Locky,1DiCeTjB,18454,1DA11mPS,13,406,A,1,SSH,5061,19,Benign
ICMP,ASF,APT,1DiCeTjB,111,17dcMo4V,3,8780,C,1,UDP Scan,5068,2,Benign
UDP,ARF,SamSam,1SYSTEMQ,18454,1NKi9AK5,11,1546,A,1,Blacklist,5061,6,Ransomware
ICMP,AF,JigSaw,1DiCeTjB,21345,1DA11mPS,11,723,A,1,Spam,5062,1,Ransomware
UDP,ASF,APT,1DiCeTjB,543,17dcMo4V,3,5392,A,1,DoS,5061,15,Ransomware
UDP,AF,Globe,18e372GN,2327,1GZkujBR,2,47,A,2,UDP Scan,5068,19,Benign
UDP,AP,Flyper,18e372GN,1,1GZkujBR,7,1460,C,9,Botnet,5062,20,Ransomware
UDP,AP,TowerWeb,1SYSTEMQ,18454,1DA11mPS,11,1881,C,1,Blacklist,5062,52,Ransomware
UDP,ARF,Flyper,1SYSTEMQ,18454,1NKi9AK5,11,1781,C,1,Blacklist,5062,11,Ransomware
TCP,APS,JigSaw,18e372GN,1,1GZkujBR,6,638,A,9,UDP Scan,5066,2,Benign
TCP,AF,APT,1DiCeTjB,304,17dcMo4V,15,462,C,2,UDP Scan,5066,20,Benign
UDP,APS,Flyper,1DiCeTjB,254,17dcMo4V,167,393,A,2,UDP Scan,5061,20,Benign
TCP,APSF,DMALocker,1BonuSr7,5960,1DA11mPS,3,1793,C,1,Botnet,5068,52,Ransomware
TCP,R,CryptXXX,1SYSTEMQ,23144,1DA11mPS,22,4766,C,1,Spam,5066,25,Ransomware
UDP,ARF,EDA2,1SYSTEMQ,18454,1DA11mPS,11,1151,A,1,SSH,5061,3,Benign
TCP,APSF,Flyper,1BonuSr7,1430,1DA11mPS,2,1193,B,1,DoS,5066,1,Ransomware
ICMP,R,Cryptohitman,1Lc7xTpP,626,1DA11mPS,292,417,A,10,NerisBotnet,5068,44,Ransomware
TCP,APSF,DMALocker,1BonuSr7,2492,1DA11mPS,12,674,B,1,DoS,5068,48,Ransomware
UDP,AP,TowerWeb,1SYSTEMQ,1788,1AEoiHYZ,1142,3703,A,3,Scan,5062,33,Benign
TCP,R,CryptXXX,1SYSTEMQ,23624,1DA11mPS,22,4966,C,1,Spam,5066,10,Ransomware
TCP,AF,WannaCry,18e372GN,21345,1DA11mPS,11,371,C,1,UDP Scan,5061,41,Benign
TCP,APS,SamSam,18e372GN,1,1GZkujBR,9,908,A,9,UDP Scan,5066,4,Benign
TCP,APS,CryptoLocker,18e372GN,1,1GZkujBR,9,4556,A,9,Port Scanning,5066,44,Benign
ICMP,AP,Razy,1SYSTEMQ,18884,1DA11mPS,19,2991,C,1,Spam,5062,21,Ransomware
ICMP,AF,Locky,1DiCeTjB,21345,17dcMo4V,30,6896,C,1,Scan,5061,32,Benign
ICMP,APS,SamSam,1DiCeTjB,101,17dcMo4V,40,120,B,2,UDP Scan,5061,20,Benign
TCP,R,Locky,1SYSTEMQ,18061,1DA11mPS,9,5231,C,1,Blacklist,5066,14,Ransomware
TCP,AF,Locky,1BonuSr7,21345,1DA11mPS,11,459,C,1,SSH,5061,1,Benign
TCP,APSF,Flyper,1BonuSr7,1274,1DA11mPS,3,866,C,1,SSH,5068,50,Benign
ICMP,AP,Cryptohitman,1SYSTEMQ,414,1AEoiHYZ,226,1184,A,3,Scan,5061,33,Benign
TCP,APS,DMALocker,18e372GN,1,1GZkujBR,7,4836,A,9,Port Scanning,5062,55,Benign
UDP,AF,Razy,1DiCeTjB,393,17dcMo4V,71,8464,C,11,SSH,5066,3,Benign
ICMP,AP,SamSam,1SYSTEMQ,18454,1DA11mPS,19,2906,C,1,Blacklist,5062,47,Ransomware
TCP,APS,APT,18e372GN,1,1GZkujBR,6,572,A,9,UDP Scan,5066,2,Benign
TCP,APSF,Flyper,1BonuSr7,1522,1DA11mPS,2,902,B,1,DoS,5066,34,Ransomware
TCP,APSF,Locky,1BonuSr7,1326,1DA11mPS,3,1022,C,1,SSH,5066,35,Benign
TCP,R,JigSaw,1SYSTEMQ,18093,1DA11mPS,22,5071,C,1,Blacklist,5066,33,Ransomware
TCP,R,CryptXXX,1CLag5cd,824,17dcMo4V,8,714,B,2,NerisBotnet,5061,15,Ransomware
UDP,AF,JigSaw,1DiCeTjB,4321,17dcMo4V,30,978,A,3,Port Scanning,5066,8,Benign
ICMP,APRSF,Locky,18e372GN,733,1GZkujBR,19,470,A,2,Scan,5062,28,Benign
TCP,AF,SamSam,1DiCeTjB,125871,17dcMo4V,30,194,C,3,UDP Scan,5062,4,Benign
UDP,AF,DMALocker,18e372GN,5662,1GZkujBR,20,2148,C,1,Port Scanning,5062,10,Benign
TCP,APSF,Globe,1BonuSr7,1504,1DA11mPS,2,971,B,1,DoS,5066,16,Ransomware
ICMP,R,SamSam,1SYSTEMQ,18378,1DA11mPS,22,3646,C,1,Blacklist,5062,6,Ransomware
ICMP,AF,CryptXXX,18e372GN,1143,1GZkujBR,30,2923,C,1,Spam,5068,7,Ransomware
UDP,ASF,APT,1DiCeTjB,51,17dcMo4V,125,639,B,1,NerisBotnet,5061,63,Ransomware
TCP,APS,JigSaw,1DiCeTjB,1,1GZkujBR,16,326,B,9,Scan,5066,1,Benign
TCP,APS,Razy,1DiCeTjB,1,17dcMo4V,7,1184,A,9,SSH,5062,55,Benign
TCP,APS,WannaCry,1CLag5cd,9728,1DA11mPS,2,1683,C,1,Botnet,5068,2,Ransomware
TCP,AF,Razy,1SYSTEMQ,28916,1AEoiHYZ,15,214,A,1,Spam,5066,13,Ransomware
ICMP,R,Locky,1SYSTEMQ,18380,1DA11mPS,22,3636,C,1,Blacklist,5062,12,Ransomware
TCP,APSF,SamSam,1DiCeTjB,1136,1DA11mPS,12,443,B,1,DoS,5068,39,Ransomware
TCP,APS,DMALocker,1DiCeTjB,426,1DA11mPS,92,117,A,11,Botnet,5068,52,Ransomware
TCP,R,Locky,1SYSTEMQ,18095,1DA11mPS,22,5061,C,1,Blacklist,5066,30,Ransomware
TCP,AF,EDA2,1BonuSr7,21345,1DA11mPS,30,224,C,1,Scan,5061,18,Benign
TCP,APSF,Globe,1BonuSr7,1314,1DA11mPS,3,977,C,1,DoS,5068,5,Ransomware
ICMP,APS,SamSam,1DiCeTjB,31,17dcMo4V,18,15,B,2,SSH,5061,20,Benign
ICMP,AF,APT,1DiCeTjB,1257,17dcMo4V,30,6344,C,1,DoS,5066,13,Ransomware
ICMP,R,SamSam,1SYSTEMQ,18284,1DA11mPS,22,4116,C,1,Scan,5062,19,Benign
ICMP,AF,SamSam,1DiCeTjB,1194,17dcMo4V,30,3110,C,1,SSH,5066,20,Benign
UDP,APS,Locky,1DiCeTjB,214,17dcMo4V,119,321,A,2,SSH,5061,20,Benign
TCP,APSF,TowerWeb,1CLag5cd,3440,17dcMo4V,12,990,B,1,DoS,5068,16,Ransomware
UDP,APS,JigSaw,1DiCeTjB,130,17dcMo4V,35,10764,B,2,Scan,5061,20,Benign
UDP,ASF,JigSaw,1DiCeTjB,549,1GZkujBR,3,745,A,1,SSH,5061,53,Benign
ICMP,AF,SamSam,1DiCeTjB,1167,17dcMo4V,30,3011,C,1,SSH,5068,13,Benign
TCP,APS,DMALocker,1DiCeTjB,1165,1GZkujBR,4,3828,D,2,Spam,5062,33,Ransomware
UDP,AF,WannaCry,1DiCeTjB,126015,17dcMo4V,30,86,C,3,Port Scanning,5062,9,Benign
UDP,ARF,DMALocker,1SYSTEMQ,14852,1DA11mPS,11,1311,A,1,Botnet,5061,6,Ransomware
ICMP,AF,APT,1DiCeTjB,1302,17dcMo4V,30,6404,C,1,DoS,5066,8,Ransomware
UDP,ARF,SamSam,1SYSTEMQ,15128,1DA11mPS,11,1426,A,1,Botnet,5061,25,Ransomware
ICMP,APS,SamSam,1DiCeTjB,51,17dcMo4V,38,45,B,2,UDP Scan,5061,20,Benign
TCP,APS,Locky,18e372GN,1,1GZkujBR,6,542,A,9,Port Scanning,5066,0,Benign
ICMP,AF,Locky,18e372GN,1473,1GZkujBR,30,4133,C,1,UDP Scan,5066,2,Benign
UDP,ARF,JigSaw,1SYSTEMQ,18454,1DA11mPS,13,601,A,1,SSH,5061,29,Benign
ICMP,AF,Razy,1DiCeTjB,371,17dcMo4V,49,525,C,11,NerisBotnet,5066,20,Ransomware
TCP,APS,WannaCry,1BonuSr7,1,1DA11mPS,2,1977,C,1,SSH,5066,16,Benign
TCP,R,APT,1SYSTEMQ,17968,1NKi9AK5,9,5696,B,1,Blacklist,5066,11,Ransomware
TCP,APSF,Globe,1DiCeTjB,1352,1DA11mPS,2,1091,C,1,DoS,5066,23,Ransomware
TCP,APS,SamSam,1DiCeTjB,1,1DA11mPS,2,1536,C,1,SSH,5068,4,Benign
UDP,ASF,Locky,1DiCeTjB,615,17dcMo4V,3,987,A,1,UDP Scan,5062,12,Benign
TCP,AF,Globe,1DiCeTjB,125915,17dcMo4V,30,161,C,3,Spam,5062,26,Ransomware
UDP,ARF,EDA2,1SYSTEMQ,18454,1NKi9AK5,11,1721,C,1,SSH,5062,20,Benign
ICMP,AP,Razy,1SYSTEMQ,18584,1DA11mPS,19,2866,C,1,Spam,5062,31,Ransomware
TCP,APSF,JigSaw,18e372GN,1214,1DA11mPS,12,659,B,1,Blacklist,5068,6,Ransomware
TCP,R,DMALocker,1SYSTEMQ,25580,1DA11mPS,9,5781,B,1,Spam,5066,9,Ransomware
TCP,AF,WannaCry,1DiCeTjB,21345,1DA11mPS,11,512,C,1,SSH,5061,13,Benign
TCP,APSF,Cryptohitman,1CLag5cd,3848,1DA11mPS,12,1126,B,1,DoS,5068,46,Ransomware
UDP,ASF,SamSam,1DiCeTjB,51,17dcMo4V,125,639,B,1,UDP Scan,5061,63,Benign
TCP,AF,JigSaw,1CLag5cd,28892,1AEoiHYZ,15,210,A,1,Spam,5066,16,Ransomware
